CustomerID,FirstName,LastName,UrbanRural,Birthdate,StreetAddress,City,State,CountryCode,Zipcode,CreditScore,SignUpProgram
279,Evelyn K,Pickard,Rural,,3903 Maxwell Farm Road,Mccloud,CA,US,96057,608.0,Bronze Member
37,Andrew M,Helms,Urban,1948-03-25,3775 Bond Street,Providence,RI,US,2905,694.0,Silver Sign Up
197,Jose A,Owens,Urban,1984-02-10,338 Cook Hill Road,East Haven,CT,US,6512,430.0,Sign Up Bronzed
140,James ,Jackson,Urban,1968-01-20,4487 Hillview Drive,Dalton,GA,US,30720,711.0,Gold Sign Up
372,Laura J,Morales,Urban,1963-12-20,1291 Kelly Street,Salisbury,NC,US,28144,455.0,Always Gold
254,Albert ,Saldana,Urban,1936-06-24,2646 Ward Road,Yonkers,NY,US,10701,816.0,Always Gold
290,Marie R,Ashley,Rural,1938-09-11,2563 Thorn Street,Mountain View,WY,US,82939,707.0,bronze from the beg
291,Beverly P,Carruth,,1960-04-13,3211 Center Street,Wayne,NJ,US,7477,1652.0,silver from the StartBronze Sign Up
60,Richard E,Allison,,1983-09-12,1231 Gerald L. Bates Drive,Waltham,MA,US,2154,698.0,bronze from the beg
112,Kenneth E,Higgins,Urban,1983-02-07,3355 Lowndes Hill Park Road,Los Angeles,CA,US,90017,539.0,Silver Sign Up
90,Billy ,Donegan,Urban,1972-05-23,2259 Fleming Way,Richmond,VA,US,23233,677.0,Sign Up gold
269,Barbara P,Maxwell,Urban,1937-06-06,3415 Big Indian,New Orleans,LA,US,70112,618.0,Gold Sign Up
7,Sara M,Kozak,Urban,1998-12-01,4305 Oakdale Avenue,Plant City,FL,US,33566,559.0,bronze from the beg
368,Crystal ,Franklin,Urban,1975-02-19,2335 Orchard Street,Golden Valley,MN,US,55427,658.0,Sign Up Silver
352,Rutha C,Brown,Urban,1957-11-22,1724 Drummond Street,West Orange,NJ,US,7052,1707.0,Sign Up Bronzed
393,Howard ,Berkley,,1966-04-17,683 Williams Mine Road,Wayne,NJ,US,7477,1595.0,Gold Sign Up
159,Archie I,Horton,Rural,1964-11-11,1840 Late Avenue,Buffalo,OK,US,73834,813.0,Gold Sign Up
151,Sanjuanita M,Puente,Rural,1962-11-26,3411 Diamond Street,Morganton,NC,US,28655,503.0,bronze from the beg
178,Eugene ,Nygaard,Urban,1936-11-07,275 Counts Lane,Windsor,CT,US,6095,585.0,Gold Sign Up
422,Susan C,Bradford,Urban,1995-10-10,309 Whispering Pines Circle,Lewisville,TX,US,75067,507.0,Sign Up Silver
185,James J,Harrison,Urban,1989-03-29,1097 Hickory Ridge Drive,Las Vegas,NV,US,89109,584.0,Sign Up Bronzed
288,John L,Speed,Urban,1948-07-30,1000 Jerry Dove Drive,Charleston,SC,US,29403,729.0,Choice Golden Member
11,Sandy J,Williams,Urban,1944-04-16,2806 Pinnickinick Street,Bellingham,WA,US,98225,627.0,Choice Golden Member
389,Wayne ,Burgess,Urban,1972-03-28,439 Still Pastures Drive,Columbia,SC,US,29210,491.0,bronze from the beg
104,Judy T,Bass,Urban,1972-03-15,3925 Philadelphia Avenue,Salt Lake City,UT,US,84111,611.0,bronze from the beg
82,Luisa F,Pierce,,1966-10-22,335 Bridge Street,Scipio,OK,US,74566,678.0,Sign Up Bronzed
39,Jame V,Rogers,Urban,1941-06-22,1127 Thomas Street,Schaumburg,IL,US,60173,441.0,silver from the StartBronze Sign Up
321,Michael E,Goldman,Urban,1866-02-08,2029 Fairfax Drive,New Brunswick,NJ,US,8901,1626.0,Choice Golden Member
199,George J,Cosby,Urban,1979-11-27,88 Small Street,New York,NY,US,10022,676.0,Sign Up Bronzed
263,Lydia J,Spohn,Urban,1978-07-01,2692 Pinewood Drive,Chicago,IL,US,60606,714.0,Silver Sign Up
147,Shawn M,Cone,Urban,1989-09-27,3104 Poe Road,Florence,SC,US,29501,573.0,bronze from the beg
401,Patricia J,Lerner,Urban,,1374 Buffalo Creek Road,Nashville,TN,US,37201,804.0,Sign Up gold
148,Monique L,Morgan,Urban,1978-09-12,3515 Stratford Court,Raleigh,NC,US,27604,702.0,Gold Sign Up
313,Esther T,Hopper,Urban,1979-03-01,3482 Crestview Terrace,San Antonio,TX,US,78205,583.0,Sign Up Silver
292,Claudine A,Armentrout,Urban,,3662 Burwell Heights Road,Nederland,TX,US,77627,719.0,Sign Up gold
124,Linda D,Adams,Urban,1971-07-01,2260 Werninger Street,Houston,TX,US,77032,580.0,Always Gold
376,Robin J,Keyser,Urban,1941-04-23,1062 Linden Avenue,Orlando,FL,US,32809,614.0,Always Gold
97,Charles A,Allen,Urban,1954-02-16,2484 Reel Avenue,Albuquerque,NM,US,87112,769.0,Gold Sign Up
144,Yong S,Phillips,,,4567 Bagwell Avenue,Weekiwachee Spgs.,FL,US,32512,532.0,silver from the StartBronze Sign Up
240,Kevin L,Shine,Urban,1954-03-29,3156 Newton Street,Minneapolis,MN,US,55415,730.0,Bronze Member
278,Jesus A,Craig,Urban,1997-12-25,1021 Leisure Lane,Ventura,CA,US,93001,629.0,Silver Sign Up
98,Frank ,Williams,*unknown*,1949-05-20,4860 Hayhurst Lane,Livonia,MI,US,48150,665.0,Sign Up gold
357,Anthony K,Richards,,1958-03-21,3299 Hinkle Lake Road,Brookline,MA,US,2146,727.0,bronze from the beg
123,John ,Weir,Urban,1991-03-14,2279 Cliffside Drive,Binghamton,NY,US,13901,459.0,Choice Golden Member
184,Mary ,Hughes,*unknown*,1948-06-28,2388 Sand Fork Road,Logansport,IN,US,46947,499.0,Bronze Member
203,Andres T,Dawkins,Urban,,387 Langtown Road,Toledo,OH,US,43609,775.0,bronze from the beg
247,Paula S,Fryar,Urban,1988-10-13,29 Bruce Street,Saint Louis,MO,US,63101,488.0,Sign Up Bronzed
312,Alfredo ,Jones,Rural,1969-10-03,1001 Oak Way,Kennard,NE,US,68034,772.0,Sign Up gold
415,Andrew G,Craig,,,3357 Jody Road,Wayne,PA,US,19088,717.0,Choice Golden Member
358,Angela J,Fowler,Urban,1987-02-17,4654 Matthews Street,Bloomington,IL,US,61701,634.0,Always Gold
306,Nola ,Hall,Urban,1977-12-29,487 Kembery Drive,Chicago,IL,US,60654,639.0,Choice Golden Member
404,Robert ,Wright,Rural,1995-03-07,4663 Butternut Lane,Jerseyville,IL,US,62052,701.0,Gold Sign Up
383,Mary S,Bergeron,Urban,1973-01-17,4790 Heron Way,Milwaukie,OR,US,97222,834.0,Sign Up Silver
126,Johnny V,Blunt,Urban,1939-12-09,200 Highland View Drive,Elk Grove,CA,US,95624,657.0,Gold Sign Up
489,Thomas E,Luna,Urban,1937-05-20,3677 Steve Hunt Road,Miami,FL,US,33179,666.0,Gold Sign Up
224,Nancy G,Crisler,Urban,1996-10-05,903 Buckhannan Avenue,Syracuse,NY,US,13202,731.0,Bronze Member
427,Ruth A,Binder,Rural,1963-11-16,4061 Golden Ridge Road,Summit,NY,US,12175,458.0,Always Gold
220,Nicholas M,Somerville,Urban,1959-07-11,573 Oak Avenue,North Chicago,IL,US,60064,433.0,Bronze Member
130,Lyda T,Goodall,Urban,1955-12-01,155 Bartlett Avenue,Royal Oak,MI,US,48067,590.0,Silver Sign Up
429,Harry F,Bishop,Urban,1992-08-08,270 South Street,Midland,TX,US,79701,621.0,Choice Golden Member
485,Liza R,McCoy,Urban,,1033 Mulberry Street,Houston,TX,US,77006,636.0,Sign Up gold
335,Alyssa F,Alderete,,1986-12-24,1519 Berkley Street,Philadelphia,PA,US,19108,723.0,Choice Golden Member
385,Rene C,Jackson,,1965-02-20,268 Aspen Court,Boston,MA,US,2107,580.0,Bronze Member
410,Jeff F,Dean,Urban,1977-04-24,3950 Columbia Mine Road,Huntington,WV,US,25701,630.0,Sign Up Silver
362,Joshua E,Tucker,Rural,1964-02-21,2727 Washington Street,Port Lavaca,TX,US,77979,542.0,Choice Golden Member
300,Ruth D,Lee,Rural,1938-06-08,4451 Blackwell Street,Sand Point,AK,US,99661,558.0,Sign Up Bronzed
295,Geraldine T,Ryder,Urban,1981-03-14,495 Cliffside Drive,Binghamton,NY,US,13901,607.0,Gold Sign Up
374,Rose ,Jimenez,Rural,1946-10-13,1179 Burnside Court,Scottsdale,AZ,US,85256,711.0,Gold Sign Up
347,Ismael A,Brown,Urban,1952-03-19,1297 Fieldcrest Road,Westhampton Beach,NY,US,11978,,Sign Up Bronzed
113,Barbara C,Gott,*unknown*,1950-01-14,4424 Hurry Street,Fredericksburg,VA,US,22408,785.0,bronze from the beg
180,Tiffany S,Gebo,Urban,1967-11-25,1105 Holt Street,Delray Beach,FL,US,33483,615.0,silver from the StartBronze Sign Up
478,Steven B,Russell,Urban,1996-01-20,2504 Sardis Station,Minneapolis,MN,US,55415,763.0,Sign Up gold
353,Anne J,Holland,Urban,1936-06-05,1272 Lonely Oak Drive,Mobile,AL,US,36608,584.0,bronze from the beg
337,Harold J,Lee,Urban,1948-02-08,2496 Sherwood Circle,Greensboro,NC,US,27410,602.0,Sign Up Silver
492,Luis M,Morrison,Urban,1862-03-09,768 Airplane Avenue,Berlin,CT,US,6037,776.0,Sign Up Silver
405,David S,Jantz,*Missing*,1981-03-21,2043 New Creek Road,Fort Wayne,IN,US,46802,639.0,silver from the StartBronze Sign Up
234,Billy ,Moretti,Rural,,3368 Jessie Street,Bainbridge,OH,US,45612,592.0,silver from the StartBronze Sign Up
457,Luis L,Okelley,Rural,1950-10-10,6 Ross Street,Sandoval,IL,US,62882,772.0,Always Gold
318,Robert ,Pinero,,1953-09-06,516 Chapel Street,Sugar Land,TX,US,77487,567.0,Sign Up Silver
165,Gerardo S,Judson,Urban,1991-03-20,3420 Stiles Street,Pittsburgh,PA,US,15205,548.0,Gold Sign Up
137,James ,Miller,Urban,1953-06-29,2497 Pooz Street,Newark,NJ,US,7102,1730.0,Always Gold
198,Guy L,Hanley,Rural,1973-04-16,286 Buffalo Creek Road,Charlotte,TN,US,37036,576.0,Always Gold
259,Karen J,McRae,Urban,1951-09-01,4178 Goosetown Drive,Charlotte,NC,US,28202,591.0,Bronze Member
233,Deborah M,Michel,Urban,1962-10-02,1562 Alexander Avenue,Concord,CA,US,94520,727.0,bronze from the beg
116,Barbara S,Ferguson,Urban,1990-11-13,3157 Hummingbird Way,Winchester,MA,US,1890,714.0,Sign Up gold
121,Roger A,Tate,*Missing*,1996-03-15,2488 Southern Street,Huntington,NY,US,11743,444.0,Gold Sign Up
356,Lee E,Weber,Urban,1948-06-01,4225 Charles Street,Southfield,MI,US,48034,608.0,Sign Up gold
225,Graham M,Christie,Urban,1984-05-21,571 Matthews Street,Dwight,IL,US,60420,608.0,Silver Sign Up
411,Wanda ,Rolston,Urban,1946-06-05,2594 Kooter Lane,Charlotte,NC,US,28202,526.0,Silver Sign Up
439,John ,Giles,Urban,1980-08-02,3530 Dovetail Estates,Clinton,OK,US,73601,719.0,bronze from the beg
128,Mary A,Mayorga,Urban,1958-05-10,149 Cherry Tree Drive,Jacksonville,FL,US,32202,743.0,Silver Sign Up
286,Rhonda ,Sanchez,*Missing*,1939-03-21,2178 Fantages Way,West Paris,ME,US,4289,748.0,Gold Sign Up
433,Fred S,Evans,Urban,1974-02-05,3758 Counts Lane,Norwich,CT,US,6360,642.0,silver from the StartBronze Sign Up
108,Riley D,Walsh,*unknown*,1991-11-23,701 Mount Tabor,New York,NY,US,10013,783.0,Gold Sign Up
378,Milton F,Hunter,Urban,1951-11-20,3581 Holly Street,Columbus,GA,US,31901,696.0,Gold Sign Up
332,Marvin E,Thomas,Urban,1982-01-06,1716 Small Street,New York,NY,US,10007,713.0,silver from the StartBronze Sign Up
134,Robert ,Baugher,,1961-04-23,1499 Andy Street,Sioux Falls,SD,US,57102,441.0,Always Gold
371,Brian ,Bitter,Urban,1987-04-08,2448 Eva Pearl Street,Baton Rouge,LA,US,70814,611.0,Always Gold
45,Jean ,Castile,Urban,1983-05-14,4356 Jadewood Farms,East Orange,NJ,US,7017,1522.0,Always Gold
471,Hilda J,Trice,Urban,1937-12-05,1527 Bond Street,Providence,RI,US,2908,773.0,Sign Up Silver
66,Kristen C,McGee,Rural,1992-06-28,2863 Brighton Circle Road,Upsala,MN,US,56384,656.0,bronze from the beg
284,Lois M,King,Urban,,1677 Rosemont Avenue,Orlando,FL,US,32803,587.0,Gold Sign Up
86,Patricia F,Gustafson,Urban,1980-07-27,2985 Pineview Drive,Mankato,MN,US,56001,765.0,Sign Up Bronzed
243,Sharon ,Pitre,Urban,1936-06-14,2094 Powder House Road,West Palm Beach,FL,US,33417,666.0,Choice Golden Member
187,Dominga ,Watts,Urban,1854-11-27,930 Larry Street,Novato,CA,US,94947,,Gold Sign Up
392,Heather ,Haas,Urban,1951-06-18,1361 Bolman Court,Mattoon,IL,US,61938,727.0,Sign Up Silver
160,Earnestine J,Hoadley,Urban,1980-09-10,1081 Apple Lane,Morton,IL,US,61550,744.0,Always Gold
13,Kenneth P,Runion,Urban,1945-03-24,2585 Pennsylvania Avenue,Eatontown,NJ,US,7724,1566.0,Gold Sign Up
36,William M,Clark,Urban,1977-06-14,1983 Austin Secret Lane,Cedar City,UT,US,84720,600.0,Sign Up Silver
29,Lindsey C,Ulrich,Urban,1984-05-15,1159 Walnut Drive,West Fargo,ND,US,58078,553.0,silver from the StartBronze Sign Up
171,Danny G,Schmitz,Urban,1837-12-19,4617 Augusta Park,Weirton,WV,US,26062,601.0,Silver Sign Up
143,Zachary ,Diamond,Urban,1944-03-24,98 Hamilton Drive,Ocean City,MD,US,21842,493.0,bronze from the beg
407,Debra C,Barker,Urban,1986-12-20,1330 Griffin Street,Phoenix,AZ,US,85003,572.0,Gold Sign Up
9,Steven S,Suttle,Urban,1994-09-04,2888 Desert Broom Court,Ridgewood,NJ,US,7450,1622.0,Bronze Member
222,Bonnie J,Lagasse,Urban,1993-06-18,1888 Mapleview Drive,Memphis,TN,US,38116,605.0,Silver Sign Up
96,Anthony S,Lewis,Urban,1851-04-25,3631 Modoc Alley,Moscow,ID,US,83843,577.0,Always Gold
52,Charmain E,Murphy,Urban,1993-06-01,2435 Pine Street,Bridgeville,PA,US,15017,692.0,Silver Sign Up
241,Lauren L,Hudson,Urban,1999-03-02,1655 Dovetail Drive,Deerfield,IL,US,60015,600.0,Choice Golden Member
399,Mary E,Hall,Rural,1985-11-21,4017 Hillside Drive,Parks,LA,US,70582,650.0,Sign Up gold
387,Shelley D,Hammond,Urban,1957-01-13,343 School Street,Washington,DC,US,20024,712.0,silver from the StartBronze Sign Up
179,Paul V,Dragoo,Urban,1993-12-18,620 Forest Drive,Arlington,VA,US,22201,499.0,silver from the StartBronze Sign Up
42,James P,Boyette,Urban,,652 Arthur Avenue,Oglesby,IL,US,61348,712.0,Gold Sign Up
445,Carrie D,Jenkins,Urban,1954-02-04,155 Felosa Drive,Los Angeles,CA,US,90017,797.0,Choice Golden Member
396,Kari D,Welter,Urban,1966-11-17,844 Whitman Court,Meriden,CT,US,6450,743.0,bronze from the beg
207,Eleanor J,Mitchell,*unknown*,1970-11-13,3988 Hog Camp Road,Hickory Hills,IL,US,60457,673.0,Sign Up Silver
283,Andrew L,Grooms,Urban,1951-03-26,4361 Lakeland Terrace,Livonia,MI,US,48150,688.0,bronze from the beg
255,Elizabeth K,Yates,*unknown*,1972-02-05,1289 Five Points,Baltimore,MD,US,21202,673.0,Bronze Member
421,Marilyn J,Cruz,Urban,1982-04-20,2826 Clover Drive,Pueblo,CO,US,81003,542.0,Choice Golden Member
5,Brad S,Watson,,,723 Poling Farm Road,Lincoln,NE,US,68501,544.0,Sign Up gold
257,Vera M,Christian,Urban,1964-11-22,4132 James Avenue,Wichita,KS,US,67213,666.0,silver from the StartBronze Sign Up
458,Robert D,Campbell,Urban,1862-06-26,3969 Wilkinson Street,Gallatin,TN,US,37066,623.0,Silver Sign Up
101,Chad M,Worth,Rural,1984-05-07,4034 Penn Street,Greenville,MO,US,63944,603.0,Gold Sign Up
227,Brian M,Baptiste,Urban,1953-12-20,3473 Kelly Street,Kannapolis,NC,US,28081,667.0,silver from the StartBronze Sign Up
10,Jarrod T,Knight,*Missing*,1955-01-31,3668 Newton Street,Lowry,MN,US,56349,657.0,Silver Sign Up
214,Shauna ,Jackson,Urban,1938-06-20,724 Poplar Street,Chicago,IL,US,60605,534.0,Sign Up Bronzed
437,Wilson T,Parra,Urban,1946-02-13,626 Mulberry Street,Houston,TX,US,77056,770.0,bronze from the beg
172,Mary J,Isaac,Urban,1973-02-23,275 Birch Street,Indianapolis,IN,US,46204,833.0,Sign Up gold
99,Shawn M,Lopez,Urban,1962-12-19,307 Willison Street,Eagan,MN,US,55121,376.0,Silver Sign Up
293,Lisa J,Mercado,Urban,1966-01-18,1673 Vesta Drive,Chicago,IL,US,60641,664.0,Bronze Member
216,Lillian E,Spindler,Rural,1976-01-31,1411 Lincoln Drive,Biglerville,PA,US,17307,649.0,Always Gold
62,Kelly ,Judah,Urban,,2220 Court Street,Saint Louis,MO,US,63146,626.0,Sign Up Bronzed
48,Lorraine ,Cornwell,Rural,1969-05-19,105 Sand Fork Road,Plymouth,IN,US,46563,594.0,bronze from the beg
33,Rosa ,Smith,Urban,,3159 Red Maple Drive,Irvine,CA,US,92614,802.0,Sign Up gold
268,Carolyn R,Lewis,Urban,1996-12-04,3630 Lowes Alley,Columbus,OH,US,43201,635.0,Always Gold
328,Edgar L,Ladner,Urban,1949-03-24,1765 Lake Forest Drive,West Nyack,NY,US,10994,677.0,Bronze Member
201,Gayle S,Kincaid,Urban,1988-12-18,3331 Oak Avenue,Palatine,IL,US,60067,797.0,Always Gold
456,Ramona J,Saunders,Urban,1941-12-01,2265 Ella Street,Palo Alto,CA,US,94301,707.0,silver from the StartBronze Sign Up
28,Vincent ,Raines,Urban,1946-10-17,1675 Villa Drive,Elkhart,IN,US,46516,473.0,Sign Up gold
398,Richard C,Fears,Urban,1937-07-29,4439 Angie Drive,Anaheim,CA,US,92805,712.0,Silver Sign Up
231,Dorothy C,Hodge,Urban,1959-05-30,1242 Charack Road,Blue Ash,IN,US,45242,637.0,silver from the StartBronze Sign Up
261,Bill D,Owens,Urban,1990-04-23,4108 Nash Street,Detroit,MI,US,48219,,Sign Up gold
379,Holly N,Burger,Urban,1948-11-03,3572 Evergreen Lane,Huntington Park,CA,US,90255,695.0,silver from the StartBronze Sign Up
289,Gina A,Castaneda,Urban,1984-04-25,4102 Stanley Avenue,Bellerose,NY,US,11426,665.0,Gold Sign Up
163,Carlos ,Fisher,Urban,1991-12-06,2137 Poe Lane,Lawrence,KS,US,66044,677.0,Sign Up gold
434,Charles G,Rutt,Urban,1894-02-25,4691 Badger Pond Lane,Tampa,FL,US,33610,,Silver Sign Up
139,Edward ,Janis,Rural,1938-05-25,1363 Breezewood Court,Olpe,KS,US,66865,751.0,Sign Up gold
63,Karen ,Davis,Urban,1870-02-26,671 Tator Patch Road,Chicago,IL,US,60634,696.0,Sign Up gold
136,Cleo M,Jones,Urban,1966-06-01,150 Burke Street,Cambridge,MA,US,2141,575.0,Choice Golden Member
129,Diana D,Partridge,Urban,1978-12-27,132 Metz Lane,Camden,NJ,US,8102,1533.0,Silver Sign Up
487,Betty H,Callaghan,Urban,1943-07-23,306 Jail Drive,San Pedro,CA,US,90731,593.0,Always Gold
9,Steven S,Suttle,Urban,1994-09-04,2888 Desert Broom Court,Ridgewood,NJ,US,7450,1622.0,Bronze Member
327,Shirley J,Hamer,Urban,,991 Clark Street,Brentwood,NY,US,11717,546.0,Bronze Member
474,Gertrude K,Wells,Urban,1998-05-23,2107 Lochmere Lane,Hartford,CT,US,6103,650.0,Choice Golden Member
65,James B,Wolf,Urban,1956-08-12,4479 Barrington Court,Pine Bluff,AR,US,71601,485.0,Sign Up gold
301,Phillip M,Winters,Urban,1964-10-02,1177 New York Avenue,Frisco,TX,US,75035,732.0,Sign Up Silver
15,Tina ,Salazar,Urban,1981-09-05,1498 Rocky Road,Philadelphia,PA,US,19146,457.0,Choice Golden Member
157,John ,Owens,Urban,1951-07-13,2006 Clarksburg Park Road,Yuma,AZ,US,85364,563.0,Sign Up Bronzed
41,Walter A,Sumter,Urban,1948-06-07,2291 Cross Street,Mount Pleasant,MI,US,48858,833.0,Silver Sign Up
380,Kim B,Hoffman,Urban,1952-08-31,1550 River Road,Pueblo,CO,US,81003,560.0,Silver Sign Up
470,Ernestine D,Alexander,Urban,1995-11-25,3284 Hudson Street,Dover,NJ,US,7801,1600.0,Always Gold
412,Hugo M,Alford,Urban,1981-10-11,3029 Emerson Road,Ferriday,LA,US,71334,680.0,Sign Up Bronzed
217,Ann J,Peacock,Urban,1967-09-17,2351 Monroe Avenue,Port Charlotte,FL,US,33952,447.0,Choice Golden Member
280,Jason T,Cummings,*unknown*,1938-10-22,2296 Moonlight Drive,Maple Shade,NJ,US,8052,1727.0,silver from the StartBronze Sign Up
482,Eddie S,Smith,Urban,1949-07-06,9 Hilltop Street,Springfield,MA,US,1103,749.0,Bronze Member
440,Tracy J,Moore,Urban,1940-01-09,1520 Peaceful Lane,Cleveland,OH,US,44103,534.0,Sign Up Bronzed
338,Richard A,Greenbaum,Urban,1994-02-21,3689 Burton Avenue,Memphis,TN,US,38117,755.0,Sign Up Bronzed
237,Veronica S,Fisher,Urban,1844-01-16,1982 Oakridge Farm Lane,Waukesha,WI,US,53188,434.0,Silver Sign Up
208,Pat M,Spencer,Urban,1950-08-17,1082 Southern Avenue,Fairfield,IA,US,52556,659.0,Always Gold
213,Joel J,Ashcraft,Urban,1960-01-20,3815 Jewell Road,Minneapolis,MN,US,55415,555.0,bronze from the beg
296,James ,Choi,*Missing*,1987-05-08,1884 Reynolds Alley,Pomona,CA,US,91766,500.0,Gold Sign Up
500,Iris B,Lomax,Rural,1944-11-12,1634 Clousson Road,Terril,IA,US,51364,574.0,Sign Up Bronzed
252,Glenn V,Stark,Urban,1948-07-06,2693 Kelly Drive,Clarksburg,WV,US,26301,819.0,Choice Golden Member
499,Bennett B,Anderson,,,3730 Dale Avenue,Seattle,WA,US,98161,778.0,Sign Up Bronzed
468,Ronald B,Marquez,Urban,1964-06-14,4036 Post Avenue,Duluth,MN,US,55805,586.0,Sign Up Bronzed
304,Florence G,Ortiz,Urban,1856-02-25,4481 Dancing Dove Lane,Garden City,NY,US,11530,664.0,silver from the StartBronze Sign Up
351,Theodore G,Magee,Rural,1973-08-09,2507 Elk Avenue,Blissfield,MI,US,49228,718.0,Bronze Member
270,Aaron J,Spruill,Urban,1978-06-14,30 Farm Meadow Drive,Nashville,TN,US,37201,625.0,Sign Up Silver
202,Frankie S,Oliver,Urban,1946-05-03,1506 Chardonnay Drive,Lady Lake,FL,US,32159,661.0,Always Gold
162,Evelyn G,Franklin,*Missing*,1994-08-10,2644 Driftwood Road,San Francisco,CA,US,94108,646.0,Always Gold
44,Judith ,Kennedy,Urban,1956-01-31,247 Michael Street,Houston,TX,US,77002,724.0,Bronze Member
218,Harlan ,Gray,Urban,1995-09-28,1191 Farland Street,Elk Grove Village,IL,US,60007,795.0,Always Gold
402,Margaret L,Jensen,Urban,,2007 Burke Street,Boston,MA,US,2110,729.0,silver from the StartBronze Sign Up
191,Virginia C,McDonald,Urban,,1465 Midway Road,Siloam Springs,AR,US,72761,585.0,Always Gold
310,Clair ,Douglas,Urban,1996-02-12,556 Kovar Road,Burlington,MA,US,1803,599.0,Sign Up Silver
260,Gail S,Gordon,*Missing*,1940-12-25,1840 Rollins Road,Shelton,NE,US,68876,669.0,Sign Up gold
106,Andrea J,Belue,Urban,1985-03-20,2973 Emily Drive,Lexington,SC,US,29072,678.0,Always Gold
54,Abigail J,Fludd,Rural,1941-11-02,523 Buck Drive,Montpelier,VT,US,5602,586.0,Sign Up Silver
390,Diane ,Tennant,Urban,1862-03-04,3255 Felosa Drive,Brownwood,TX,US,76801,649.0,Choice Golden Member
2,Aaron P,McWhorter,Urban,1997-11-19,2746 Michigan Avenue,Gibsonia,PA,US,15044,704.0,Bronze Member
451,Gary T,Dickens,,1940-03-24,3926 Junior Avenue,Forest Park,GA,US,30050,560.0,bronze from the beg
493,Penny C,Reed,*unknown*,1950-09-26,4234 Wyatt Street,West Palm Beach,FL,US,33409,629.0,Sign Up Silver
50,Phillip ,Santos,Rural,1945-10-26,1574 Burnside Avenue,Orderville,UT,US,84758,536.0,Silver Sign Up
420,Melanie ,Tucker,*Missing*,1936-06-22,1549 Twin Oaks Drive,Traverse City,MI,US,49684,679.0,Silver Sign Up
81,Donald D,Lee,*Missing*,1963-03-17,4731 Pearlman Avenue,Beverly,MA,US,1915,759.0,Choice Golden Member
206,Victoria J,Ardoin,Rural,1957-02-13,2700 Blair Court,Knob Noster,MO,US,65336,644.0,Bronze Member
35,Doyle H,Calhoun,Urban,1951-01-02,2014 Station Street,San Francisco,CA,US,94103,696.0,silver from the StartBronze Sign Up
431,Nina D,Terry,Urban,1993-04-02,3877 Dovetail Drive,Elk Grove Village,IL,US,60007,635.0,Sign Up gold
264,Ezequiel S,Saunders,Urban,1939-02-23,3969 Eagles Nest Drive,Sacramento,CA,US,95814,697.0,bronze from the beg
428,Ronald ,Hamler,Urban,1876-03-19,112 Small Street,New York,NY,US,10011,714.0,Always Gold
367,Melissa H,Sullivan,,1967-10-20,2951 Peck Street,Nashua,NH,US,3061,840.0,Sign Up gold
92,David S,Gonzales,Urban,1965-02-10,3410 Fort Street,Rocky Mount,NC,US,27801,796.0,Sign Up Bronzed
340,John W,Coleman,*Missing*,1939-10-16,714 Thompson Street,Paramount,CA,US,90723,657.0,Sign Up Bronzed
484,Jonathon ,Morrison,,1949-10-15,1118 Elsie Drive,Sioux Falls,SD,US,57102,695.0,Gold Sign Up
53,Armand J,Conger,Urban,1955-06-30,1591 Candlelight Drive,Houston,TX,US,77053,568.0,Sign Up Bronzed
346,David J,King,Rural,1973-11-15,666 Harvest Lane,Ravenwood,MO,US,64479,685.0,bronze from the beg
265,John K,Dozier,Urban,1974-03-30,333 Indiana Avenue,Waipahu,HI,US,96797,751.0,Silver Sign Up
242,Marilyn R,Wilson,Urban,1954-02-06,1177 O Conner Street,Pascagoula,MS,US,39567,764.0,Gold Sign Up
14,Joy J,Butler,Rural,1942-11-29,3480 Bungalow Road,Martinsburg,NE,US,68757,757.0,Sign Up gold
316,Lillian ,Phillips,Urban,1996-07-01,4345 Oliverio Drive,Hutchinson,KS,US,67501,647.0,Always Gold
89,Keenan L,Jones,*Missing*,1968-07-15,4947 Richison Drive,Lincoln,MT,US,59639,688.0,Choice Golden Member
388,Mary ,Moore,Urban,1975-03-31,513 Giraffe Hill Drive,Irving,TX,US,75060,637.0,Sign Up Bronzed
274,Dorothea J,Smith,Urban,1951-09-23,2398 Emeral Dreams Drive,Loves Park,IL,US,61111,630.0,Silver Sign Up
167,Gary J,Peck,Urban,1993-12-03,4525 Sunrise Road,Las Vegas,NV,US,89109,501.0,Sign Up Bronzed
329,Brandon K,Jenkins,*Missing*,1966-05-20,585 Park Street,Pleasanton,CA,US,94566,658.0,Silver Sign Up
4,Philip K,Hogan,Urban,1946-07-11,2898 Chatham Way,Chantilly,MD,US,20151,596.0,Sign Up Bronzed
135,Mary D,Spicer,Urban,1964-04-11,1779 Rhapsody Street,Gainesville,FL,US,32601,728.0,Gold Sign Up
307,Amy T,Smith,,1974-02-13,3069 Horseshoe Lane,Philadelphia,PA,US,19108,608.0,Sign Up gold
491,Teresa J,Staub,Urban,1853-04-09,754 Ward Road,El Paso,TX,US,79922,651.0,Always Gold
320,Josh M,Quinn,*Missing*,1967-12-10,2011 Owagner Lane,Seattle,WA,US,98101,746.0,Always Gold
244,Tracy C,English,Urban,1969-01-17,19 Traction Street,Spartanburg,SC,US,29302,558.0,Always Gold
55,Brenda M,Callahan,Urban,1944-10-16,620 Green Acres Road,Greenville,NC,US,27834,645.0,Sign Up Silver
