CustomerID,FirstName,LastName,UrbanRural,Birthdate,StreetAddress,City,State,CountryCode,Zipcode,CreditScore,SignUpProgram,MiddleInitial,SignUpProgramClean,urban_rural_alt,UrbanRural_cat,UrbanRural_renamed
115,Barbara,Beal,Urban,1958-09-30,1528 Wilmar Farm Road,Greenbelt,MD,US,20770,498.0,Choice Golden Member,R,Gold,City Folk,Urban,City
176,Virgil,Gregory,Urban,1982-06-23,1576 Hidden Pond Road,Nashville,TN,US,37201,711.0,bronze from the beg,C,Bronze,City Folk,Urban,City
195,Gladys,Hinson,Urban,1972-06-22,4805 Williams Avenue,Burbank,CA,US,91504,771.0,silver from the StartBronze Sign Up,,Silver,City Folk,Urban,City
319,Ben,Matta,Urban,1964-05-06,2368 Golden Ridge Road,North Greenbush,NY,US,12180,580.0,Sign Up Bronzed,N,Bronze,City Folk,Urban,City
145,Abby,Vachon,Urban,1976-02-07,4254 Bassel Street,Hammond,LA,US,70401,479.0,Sign Up Bronzed,,Bronze,City Folk,Urban,City
377,Stephen,Burnham,Urban,1958-12-16,3588 Gorby Lane,Jackson,MS,US,39213,,Sign Up gold,C,Gold,City Folk,Urban,City
430,Michael,Russell,,1995-05-27,2476 Saint Clair Street,Oakland,MS,US,39848,711.0,bronze from the beg,D,Bronze,,,
205,Ada,Leblanc,Urban,1953-04-08,403 Buckhannan Avenue,East Syracuse,NY,US,13057,620.0,Gold Sign Up,A,Gold,City Folk,Urban,City
322,Keith,Scruggs,Urban,1979-08-13,29 Nash Street,Detroit,MI,US,48219,676.0,Bronze Member,,Bronze,City Folk,Urban,City
363,Eula,Cook,,1960-11-24,4915 Valley Drive,Philadelphia,PA,US,19108,768.0,silver from the StartBronze Sign Up,L,Silver,,,
455,Morgan,Bueno,Urban,1981-12-04,2954 Longview Avenue,Jamaica,NY,US,11432,701.0,Silver Sign Up,D,Silver,City Folk,Urban,City
142,Selma,Loftis,Urban,1990-02-24,2770 Daffodil Lane,Quantico,VA,US,22134,539.0,Always Gold,J,Gold,City Folk,Urban,City
495,Donald,Irwin,Rural,1990-03-16,609 Mulberry Avenue,Pleasant Plains,AR,US,72568,615.0,Silver Sign Up,M,Silver,Rural,Rural,Outlying Areas
68,David,Clark,Rural,1939-11-14,1729 Ray Court,Laurinburg,NC,US,28352,651.0,Choice Golden Member,V,Gold,Rural,Rural,Outlying Areas
262,Marie,Lee,Urban,1936-09-06,4646 Argonne Street,Philadelphia,DE,US,19103,749.0,Sign Up Silver,J,Silver,City Folk,Urban,City
169,Mary,Worthington,Rural,1838-10-03,3550 Shady Pines Drive,Salem,KY,US,42078,673.0,bronze from the beg,J,Bronze,Rural,Rural,Outlying Areas
5,Brad,Watson,,,723 Poling Farm Road,Lincoln,NE,US,68501,544.0,Sign Up gold,S,Gold,,,
384,June,Merrick,Urban,1945-12-26,3066 Main Street,Bellevue,WA,US,98004,566.0,Sign Up Silver,,Silver,City Folk,Urban,City
246,Geoffrey,Trejo,,1992-07-30,1857 Glenview Drive,Corpus Christi,TX,US,78476,675.0,bronze from the beg,S,Bronze,,,
194,Ella,Robin,Urban,1942-09-20,4538 Clarksburg Park Road,Phoenix,AZ,US,85012,719.0,Choice Golden Member,M,Gold,City Folk,Urban,City
256,Brandon,McLennan,Urban,1973-02-24,4231 Hinkle Lake Road,Cambridge,MA,US,2141,738.0,Choice Golden Member,M,Gold,City Folk,Urban,City
110,Carrie,Duncan,Urban,1941-07-26,1622 Jerry Dove Drive,Myrtle Beach,SC,US,29577,845.0,Sign Up Bronzed,M,Bronze,City Folk,Urban,City
488,Krystina,Martin,Urban,1979-04-13,4984 Giraffe Hill Drive,Plano,TX,US,75074,415.0,Sign Up gold,T,Gold,City Folk,Urban,City
146,Teresa,Torres,*Missing*,1948-11-24,566 Middleville Road,El Monte,CA,US,91731,525.0,Gold Sign Up,,Gold,*Missing*,,
93,Justin,Vargas,Urban,1992-07-17,793 Oakridge Lane,Dallas,TX,US,75234,635.0,silver from the StartBronze Sign Up,G,Silver,City Folk,Urban,City
153,Carmen,Ellis,Urban,1968-01-28,4687 Bicetown Road,New York,NY,US,10013,664.0,Sign Up gold,J,Gold,City Folk,Urban,City
229,Jean,Myers,Urban,1965-06-20,4693 Armory Road,Wilmington,NC,US,28401,744.0,Gold Sign Up,R,Gold,City Folk,Urban,City
417,Jane,Warren,Urban,1945-12-21,3738 Marcus Street,Huntsville,AL,US,35816,744.0,Always Gold,,Gold,City Folk,Urban,City
84,Travis,Littlefield,Urban,1955-07-28,3191 Doe Meadow Drive,Annapolis Junction,MD,US,20701,609.0,Sign Up Silver,H,Silver,City Folk,Urban,City
273,Alvin,Love,Urban,1973-07-19,680 Middleville Road,Los Angeles,CA,US,90017,677.0,Bronze Member,,Bronze,City Folk,Urban,City
166,Gregory,Trahan,Urban,1950-05-11,342 Charack Road,Jasper,IN,US,47546,441.0,Always Gold,S,Gold,City Folk,Urban,City
164,Marie,Stewart,Urban,1965-04-03,684 Hemlock Lane,Harlingen,TX,US,78550,738.0,Choice Golden Member,R,Gold,City Folk,Urban,City
200,Wendy,Lewis,Urban,1961-05-24,803 Black Oak Hollow Road,San Jose,CA,US,95113,796.0,Gold Sign Up,,Gold,City Folk,Urban,City
238,Marvin,Oshiro,Urban,,2744 Hayhurst Lane,Southfield,MI,US,48235,670.0,Sign Up Silver,W,Silver,City Folk,Urban,City
75,Greg,Hall,Urban,1973-06-11,2683 Raintree Boulevard,Coon Rapids,MN,US,55448,622.0,Sign Up Bronzed,B,Bronze,City Folk,Urban,City
315,Mitchell,Rangel,Urban,1943-05-03,3884 Myra Street,Providence,RI,US,2903,562.0,silver from the StartBronze Sign Up,J,Silver,City Folk,Urban,City
223,Patrick,Graves,Urban,,3861 Nutters Barn Lane,Urbandale,IA,US,50322,537.0,Sign Up Silver,,Silver,City Folk,Urban,City
480,Terry,Adams,Urban,1993-12-07,4930 Hilltop Drive,Amarillo,TX,US,79109,653.0,bronze from the beg,R,Bronze,City Folk,Urban,City
120,David,Brown,Urban,1989-06-01,305 Middleville Road,Pomona,CA,US,91766,533.0,Sign Up Bronzed,P,Bronze,City Folk,Urban,City
287,Pedro,Jones,Urban,1998-05-25,4653 Rosemont Avenue,Melbourne,FL,US,32935,654.0,Sign Up Silver,,Silver,City Folk,Urban,City
305,Ronald,Warren,Urban,,3197 James Martin Circle,Worthington,OH,US,43085,550.0,Always Gold,N,Gold,City Folk,Urban,City
425,Steven,Lewis,Urban,1947-12-14,480 Ferguson Street,Boston,MA,US,2199,637.0,Sign Up Silver,R,Silver,City Folk,Urban,City
361,Bruce,Eidson,Urban,1983-12-02,268 Lyndon Street,Allentown,PA,US,18101,596.0,Choice Golden Member,A,Gold,City Folk,Urban,City
408,Mary,Koh,Urban,1995-07-06,3291 Rosewood Lane,New York,NY,US,10014,586.0,Sign Up gold,G,Gold,City Folk,Urban,City
235,Alexia,Hardin,Urban,,3832 Sycamore Fork Road,Minneapolis,MN,US,55402,645.0,Silver Sign Up,,Silver,City Folk,Urban,City
381,Timothy,Wilson,Urban,1980-07-02,2776 Northwest Boulevard,Kearny,NJ,US,7032,1633.0,Always Gold,S,Gold,City Folk,Urban,City
479,Jack,Bernhardt,Urban,1996-02-26,3271 Henry Ford Avenue,New York,NY,US,10016,457.0,Choice Golden Member,,Gold,City Folk,Urban,City
391,Bryan,Fontenot,Urban,1944-07-12,1416 Boggess Street,Enon,OH,US,45323,568.0,bronze from the beg,R,Bronze,City Folk,Urban,City
279,Evelyn,Pickard,Rural,,3903 Maxwell Farm Road,Mccloud,CA,US,96057,608.0,Bronze Member,K,Bronze,Rural,Rural,Outlying Areas
37,Andrew,Helms,Urban,1948-03-25,3775 Bond Street,Providence,RI,US,2905,694.0,Silver Sign Up,M,Silver,City Folk,Urban,City
197,Jose,Owens,Urban,1984-02-10,338 Cook Hill Road,East Haven,CT,US,6512,430.0,Sign Up Bronzed,A,Bronze,City Folk,Urban,City
140,James,Jackson,Urban,1968-01-20,4487 Hillview Drive,Dalton,GA,US,30720,711.0,Gold Sign Up,,Gold,City Folk,Urban,City
372,Laura,Morales,Urban,1963-12-20,1291 Kelly Street,Salisbury,NC,US,28144,455.0,Always Gold,J,Gold,City Folk,Urban,City
254,Albert,Saldana,Urban,1936-06-24,2646 Ward Road,Yonkers,NY,US,10701,816.0,Always Gold,,Gold,City Folk,Urban,City
290,Marie,Ashley,Rural,1938-09-11,2563 Thorn Street,Mountain View,WY,US,82939,707.0,bronze from the beg,R,Bronze,Rural,Rural,Outlying Areas
291,Beverly,Carruth,,1960-04-13,3211 Center Street,Wayne,NJ,US,7477,1652.0,silver from the StartBronze Sign Up,P,Silver,,,
60,Richard,Allison,,1983-09-12,1231 Gerald L. Bates Drive,Waltham,MA,US,2154,698.0,bronze from the beg,E,Bronze,,,
112,Kenneth,Higgins,Urban,1983-02-07,3355 Lowndes Hill Park Road,Los Angeles,CA,US,90017,539.0,Silver Sign Up,E,Silver,City Folk,Urban,City
90,Billy,Donegan,Urban,1972-05-23,2259 Fleming Way,Richmond,VA,US,23233,677.0,Sign Up gold,,Gold,City Folk,Urban,City
269,Barbara,Maxwell,Urban,1937-06-06,3415 Big Indian,New Orleans,LA,US,70112,618.0,Gold Sign Up,P,Gold,City Folk,Urban,City
368,Crystal,Franklin,Urban,1975-02-19,2335 Orchard Street,Golden Valley,MN,US,55427,658.0,Sign Up Silver,,Silver,City Folk,Urban,City
352,Rutha,Brown,Urban,1957-11-22,1724 Drummond Street,West Orange,NJ,US,7052,1707.0,Sign Up Bronzed,C,Bronze,City Folk,Urban,City
393,Howard,Berkley,,1966-04-17,683 Williams Mine Road,Wayne,NJ,US,7477,1595.0,Gold Sign Up,,Gold,,,
159,Archie,Horton,Rural,1964-11-11,1840 Late Avenue,Buffalo,OK,US,73834,813.0,Gold Sign Up,I,Gold,Rural,Rural,Outlying Areas
151,Sanjuanita,Puente,Rural,1962-11-26,3411 Diamond Street,Morganton,NC,US,28655,503.0,bronze from the beg,M,Bronze,Rural,Rural,Outlying Areas
178,Eugene,Nygaard,Urban,1936-11-07,275 Counts Lane,Windsor,CT,US,6095,585.0,Gold Sign Up,,Gold,City Folk,Urban,City
422,Susan,Bradford,Urban,1995-10-10,309 Whispering Pines Circle,Lewisville,TX,US,75067,507.0,Sign Up Silver,C,Silver,City Folk,Urban,City
185,James,Harrison,Urban,1989-03-29,1097 Hickory Ridge Drive,Las Vegas,NV,US,89109,584.0,Sign Up Bronzed,J,Bronze,City Folk,Urban,City
288,John,Speed,Urban,1948-07-30,1000 Jerry Dove Drive,Charleston,SC,US,29403,729.0,Choice Golden Member,L,Gold,City Folk,Urban,City
11,Sandy,Williams,Urban,1944-04-16,2806 Pinnickinick Street,Bellingham,WA,US,98225,627.0,Choice Golden Member,J,Gold,City Folk,Urban,City
389,Wayne,Burgess,Urban,1972-03-28,439 Still Pastures Drive,Columbia,SC,US,29210,491.0,bronze from the beg,,Bronze,City Folk,Urban,City
104,Judy,Bass,Urban,1972-03-15,3925 Philadelphia Avenue,Salt Lake City,UT,US,84111,611.0,bronze from the beg,T,Bronze,City Folk,Urban,City
82,Luisa,Pierce,,1966-10-22,335 Bridge Street,Scipio,OK,US,74566,678.0,Sign Up Bronzed,F,Bronze,,,
39,Jame,Rogers,Urban,1941-06-22,1127 Thomas Street,Schaumburg,IL,US,60173,441.0,silver from the StartBronze Sign Up,V,Silver,City Folk,Urban,City
321,Michael,Goldman,Urban,1866-02-08,2029 Fairfax Drive,New Brunswick,NJ,US,8901,1626.0,Choice Golden Member,E,Gold,City Folk,Urban,City
199,George,Cosby,Urban,1979-11-27,88 Small Street,New York,NY,US,10022,676.0,Sign Up Bronzed,J,Bronze,City Folk,Urban,City
263,Lydia,Spohn,Urban,1978-07-01,2692 Pinewood Drive,Chicago,IL,US,60606,714.0,Silver Sign Up,J,Silver,City Folk,Urban,City
147,Shawn,Cone,Urban,1989-09-27,3104 Poe Road,Florence,SC,US,29501,573.0,bronze from the beg,M,Bronze,City Folk,Urban,City
401,Patricia,Lerner,Urban,,1374 Buffalo Creek Road,Nashville,TN,US,37201,804.0,Sign Up gold,J,Gold,City Folk,Urban,City
148,Monique,Morgan,Urban,1978-09-12,3515 Stratford Court,Raleigh,NC,US,27604,702.0,Gold Sign Up,L,Gold,City Folk,Urban,City
313,Esther,Hopper,Urban,1979-03-01,3482 Crestview Terrace,San Antonio,TX,US,78205,583.0,Sign Up Silver,T,Silver,City Folk,Urban,City
292,Claudine,Armentrout,Urban,,3662 Burwell Heights Road,Nederland,TX,US,77627,719.0,Sign Up gold,A,Gold,City Folk,Urban,City
124,Linda,Adams,Urban,1971-07-01,2260 Werninger Street,Houston,TX,US,77032,580.0,Always Gold,D,Gold,City Folk,Urban,City
376,Robin,Keyser,Urban,1941-04-23,1062 Linden Avenue,Orlando,FL,US,32809,614.0,Always Gold,J,Gold,City Folk,Urban,City
97,Charles,Allen,Urban,1954-02-16,2484 Reel Avenue,Albuquerque,NM,US,87112,769.0,Gold Sign Up,A,Gold,City Folk,Urban,City
144,Yong,Phillips,,,4567 Bagwell Avenue,Weekiwachee Spgs.,FL,US,32512,532.0,silver from the StartBronze Sign Up,S,Silver,,,
240,Kevin,Shine,Urban,1954-03-29,3156 Newton Street,Minneapolis,MN,US,55415,730.0,Bronze Member,L,Bronze,City Folk,Urban,City
278,Jesus,Craig,Urban,1997-12-25,1021 Leisure Lane,Ventura,CA,US,93001,629.0,Silver Sign Up,A,Silver,City Folk,Urban,City
98,Frank,Williams,*unknown*,1949-05-20,4860 Hayhurst Lane,Livonia,MI,US,48150,665.0,Sign Up gold,,Gold,*unknown*,,
357,Anthony,Richards,,1958-03-21,3299 Hinkle Lake Road,Brookline,MA,US,2146,727.0,bronze from the beg,K,Bronze,,,
123,John,Weir,Urban,1991-03-14,2279 Cliffside Drive,Binghamton,NY,US,13901,459.0,Choice Golden Member,,Gold,City Folk,Urban,City
184,Mary,Hughes,*unknown*,1948-06-28,2388 Sand Fork Road,Logansport,IN,US,46947,499.0,Bronze Member,,Bronze,*unknown*,,
203,Andres,Dawkins,Urban,,387 Langtown Road,Toledo,OH,US,43609,775.0,bronze from the beg,T,Bronze,City Folk,Urban,City
247,Paula,Fryar,Urban,1988-10-13,29 Bruce Street,Saint Louis,MO,US,63101,488.0,Sign Up Bronzed,S,Bronze,City Folk,Urban,City
312,Alfredo,Jones,Rural,1969-10-03,1001 Oak Way,Kennard,NE,US,68034,772.0,Sign Up gold,,Gold,Rural,Rural,Outlying Areas
415,Andrew,Craig,,,3357 Jody Road,Wayne,PA,US,19088,717.0,Choice Golden Member,G,Gold,,,
358,Angela,Fowler,Urban,1987-02-17,4654 Matthews Street,Bloomington,IL,US,61701,634.0,Always Gold,J,Gold,City Folk,Urban,City
306,Nola,Hall,Urban,1977-12-29,487 Kembery Drive,Chicago,IL,US,60654,639.0,Choice Golden Member,,Gold,City Folk,Urban,City
404,Robert,Wright,Rural,1995-03-07,4663 Butternut Lane,Jerseyville,IL,US,62052,701.0,Gold Sign Up,,Gold,Rural,Rural,Outlying Areas
383,Mary,Bergeron,Urban,1973-01-17,4790 Heron Way,Milwaukie,OR,US,97222,834.0,Sign Up Silver,S,Silver,City Folk,Urban,City
126,Johnny,Blunt,Urban,1939-12-09,200 Highland View Drive,Elk Grove,CA,US,95624,657.0,Gold Sign Up,V,Gold,City Folk,Urban,City
489,Thomas,Luna,Urban,1937-05-20,3677 Steve Hunt Road,Miami,FL,US,33179,666.0,Gold Sign Up,E,Gold,City Folk,Urban,City
224,Nancy,Crisler,Urban,1996-10-05,903 Buckhannan Avenue,Syracuse,NY,US,13202,731.0,Bronze Member,G,Bronze,City Folk,Urban,City
427,Ruth,Binder,Rural,1963-11-16,4061 Golden Ridge Road,Summit,NY,US,12175,458.0,Always Gold,A,Gold,Rural,Rural,Outlying Areas
220,Nicholas,Somerville,Urban,1959-07-11,573 Oak Avenue,North Chicago,IL,US,60064,433.0,Bronze Member,M,Bronze,City Folk,Urban,City
130,Lyda,Goodall,Urban,1955-12-01,155 Bartlett Avenue,Royal Oak,MI,US,48067,590.0,Silver Sign Up,T,Silver,City Folk,Urban,City
429,Harry,Bishop,Urban,1992-08-08,270 South Street,Midland,TX,US,79701,621.0,Choice Golden Member,F,Gold,City Folk,Urban,City
485,Liza,McCoy,Urban,,1033 Mulberry Street,Houston,TX,US,77006,636.0,Sign Up gold,R,Gold,City Folk,Urban,City
335,Alyssa,Alderete,,1986-12-24,1519 Berkley Street,Philadelphia,PA,US,19108,723.0,Choice Golden Member,F,Gold,,,
385,Rene,Jackson,,1965-02-20,268 Aspen Court,Boston,MA,US,2107,580.0,Bronze Member,C,Bronze,,,
410,Jeff,Dean,Urban,1977-04-24,3950 Columbia Mine Road,Huntington,WV,US,25701,630.0,Sign Up Silver,F,Silver,City Folk,Urban,City
362,Joshua,Tucker,Rural,1964-02-21,2727 Washington Street,Port Lavaca,TX,US,77979,542.0,Choice Golden Member,E,Gold,Rural,Rural,Outlying Areas
300,Ruth,Lee,Rural,1938-06-08,4451 Blackwell Street,Sand Point,AK,US,99661,558.0,Sign Up Bronzed,D,Bronze,Rural,Rural,Outlying Areas
295,Geraldine,Ryder,Urban,1981-03-14,495 Cliffside Drive,Binghamton,NY,US,13901,607.0,Gold Sign Up,T,Gold,City Folk,Urban,City
374,Rose,Jimenez,Rural,1946-10-13,1179 Burnside Court,Scottsdale,AZ,US,85256,711.0,Gold Sign Up,,Gold,Rural,Rural,Outlying Areas
347,Ismael,Brown,Urban,1952-03-19,1297 Fieldcrest Road,Westhampton Beach,NY,US,11978,,Sign Up Bronzed,A,Bronze,City Folk,Urban,City
113,Barbara,Gott,*unknown*,1950-01-14,4424 Hurry Street,Fredericksburg,VA,US,22408,785.0,bronze from the beg,C,Bronze,*unknown*,,
180,Tiffany,Gebo,Urban,1967-11-25,1105 Holt Street,Delray Beach,FL,US,33483,615.0,silver from the StartBronze Sign Up,S,Silver,City Folk,Urban,City
478,Steven,Russell,Urban,1996-01-20,2504 Sardis Station,Minneapolis,MN,US,55415,763.0,Sign Up gold,B,Gold,City Folk,Urban,City
353,Anne,Holland,Urban,1936-06-05,1272 Lonely Oak Drive,Mobile,AL,US,36608,584.0,bronze from the beg,J,Bronze,City Folk,Urban,City
337,Harold,Lee,Urban,1948-02-08,2496 Sherwood Circle,Greensboro,NC,US,27410,602.0,Sign Up Silver,J,Silver,City Folk,Urban,City
492,Luis,Morrison,Urban,1862-03-09,768 Airplane Avenue,Berlin,CT,US,6037,776.0,Sign Up Silver,M,Silver,City Folk,Urban,City
405,David,Jantz,*Missing*,1981-03-21,2043 New Creek Road,Fort Wayne,IN,US,46802,639.0,silver from the StartBronze Sign Up,S,Silver,*Missing*,,
234,Billy,Moretti,Rural,,3368 Jessie Street,Bainbridge,OH,US,45612,592.0,silver from the StartBronze Sign Up,,Silver,Rural,Rural,Outlying Areas
457,Luis,Okelley,Rural,1950-10-10,6 Ross Street,Sandoval,IL,US,62882,772.0,Always Gold,L,Gold,Rural,Rural,Outlying Areas
318,Robert,Pinero,,1953-09-06,516 Chapel Street,Sugar Land,TX,US,77487,567.0,Sign Up Silver,,Silver,,,
165,Gerardo,Judson,Urban,1991-03-20,3420 Stiles Street,Pittsburgh,PA,US,15205,548.0,Gold Sign Up,S,Gold,City Folk,Urban,City
137,James,Miller,Urban,1953-06-29,2497 Pooz Street,Newark,NJ,US,7102,1730.0,Always Gold,,Gold,City Folk,Urban,City
198,Guy,Hanley,Rural,1973-04-16,286 Buffalo Creek Road,Charlotte,TN,US,37036,576.0,Always Gold,L,Gold,Rural,Rural,Outlying Areas
259,Karen,McRae,Urban,1951-09-01,4178 Goosetown Drive,Charlotte,NC,US,28202,591.0,Bronze Member,J,Bronze,City Folk,Urban,City
233,Deborah,Michel,Urban,1962-10-02,1562 Alexander Avenue,Concord,CA,US,94520,727.0,bronze from the beg,M,Bronze,City Folk,Urban,City
116,Barbara,Ferguson,Urban,1990-11-13,3157 Hummingbird Way,Winchester,MA,US,1890,714.0,Sign Up gold,S,Gold,City Folk,Urban,City
121,Roger,Tate,*Missing*,1996-03-15,2488 Southern Street,Huntington,NY,US,11743,444.0,Gold Sign Up,A,Gold,*Missing*,,
356,Lee,Weber,Urban,1948-06-01,4225 Charles Street,Southfield,MI,US,48034,608.0,Sign Up gold,E,Gold,City Folk,Urban,City
225,Graham,Christie,Urban,1984-05-21,571 Matthews Street,Dwight,IL,US,60420,608.0,Silver Sign Up,M,Silver,City Folk,Urban,City
411,Wanda,Rolston,Urban,1946-06-05,2594 Kooter Lane,Charlotte,NC,US,28202,526.0,Silver Sign Up,,Silver,City Folk,Urban,City
439,John,Giles,Urban,1980-08-02,3530 Dovetail Estates,Clinton,OK,US,73601,719.0,bronze from the beg,,Bronze,City Folk,Urban,City
128,Mary,Mayorga,Urban,1958-05-10,149 Cherry Tree Drive,Jacksonville,FL,US,32202,743.0,Silver Sign Up,A,Silver,City Folk,Urban,City
286,Rhonda,Sanchez,*Missing*,1939-03-21,2178 Fantages Way,West Paris,ME,US,4289,748.0,Gold Sign Up,,Gold,*Missing*,,
433,Fred,Evans,Urban,1974-02-05,3758 Counts Lane,Norwich,CT,US,6360,642.0,silver from the StartBronze Sign Up,S,Silver,City Folk,Urban,City
108,Riley,Walsh,*unknown*,1991-11-23,701 Mount Tabor,New York,NY,US,10013,783.0,Gold Sign Up,D,Gold,*unknown*,,
378,Milton,Hunter,Urban,1951-11-20,3581 Holly Street,Columbus,GA,US,31901,696.0,Gold Sign Up,F,Gold,City Folk,Urban,City
332,Marvin,Thomas,Urban,1982-01-06,1716 Small Street,New York,NY,US,10007,713.0,silver from the StartBronze Sign Up,E,Silver,City Folk,Urban,City
134,Robert,Baugher,,1961-04-23,1499 Andy Street,Sioux Falls,SD,US,57102,441.0,Always Gold,,Gold,,,
371,Brian,Bitter,Urban,1987-04-08,2448 Eva Pearl Street,Baton Rouge,LA,US,70814,611.0,Always Gold,,Gold,City Folk,Urban,City
45,Jean,Castile,Urban,1983-05-14,4356 Jadewood Farms,East Orange,NJ,US,7017,1522.0,Always Gold,,Gold,City Folk,Urban,City
471,Hilda,Trice,Urban,1937-12-05,1527 Bond Street,Providence,RI,US,2908,773.0,Sign Up Silver,J,Silver,City Folk,Urban,City
66,Kristen,McGee,Rural,1992-06-28,2863 Brighton Circle Road,Upsala,MN,US,56384,656.0,bronze from the beg,C,Bronze,Rural,Rural,Outlying Areas
284,Lois,King,Urban,,1677 Rosemont Avenue,Orlando,FL,US,32803,587.0,Gold Sign Up,M,Gold,City Folk,Urban,City
86,Patricia,Gustafson,Urban,1980-07-27,2985 Pineview Drive,Mankato,MN,US,56001,765.0,Sign Up Bronzed,F,Bronze,City Folk,Urban,City
243,Sharon,Pitre,Urban,1936-06-14,2094 Powder House Road,West Palm Beach,FL,US,33417,666.0,Choice Golden Member,,Gold,City Folk,Urban,City
187,Dominga,Watts,Urban,1854-11-27,930 Larry Street,Novato,CA,US,94947,,Gold Sign Up,,Gold,City Folk,Urban,City
392,Heather,Haas,Urban,1951-06-18,1361 Bolman Court,Mattoon,IL,US,61938,727.0,Sign Up Silver,,Silver,City Folk,Urban,City
160,Earnestine,Hoadley,Urban,1980-09-10,1081 Apple Lane,Morton,IL,US,61550,744.0,Always Gold,J,Gold,City Folk,Urban,City
13,Kenneth,Runion,Urban,1945-03-24,2585 Pennsylvania Avenue,Eatontown,NJ,US,7724,1566.0,Gold Sign Up,P,Gold,City Folk,Urban,City
36,William,Clark,Urban,1977-06-14,1983 Austin Secret Lane,Cedar City,UT,US,84720,600.0,Sign Up Silver,M,Silver,City Folk,Urban,City
29,Lindsey,Ulrich,Urban,1984-05-15,1159 Walnut Drive,West Fargo,ND,US,58078,553.0,silver from the StartBronze Sign Up,C,Silver,City Folk,Urban,City
171,Danny,Schmitz,Urban,1837-12-19,4617 Augusta Park,Weirton,WV,US,26062,601.0,Silver Sign Up,G,Silver,City Folk,Urban,City
143,Zachary,Diamond,Urban,1944-03-24,98 Hamilton Drive,Ocean City,MD,US,21842,493.0,bronze from the beg,,Bronze,City Folk,Urban,City
407,Debra,Barker,Urban,1986-12-20,1330 Griffin Street,Phoenix,AZ,US,85003,572.0,Gold Sign Up,C,Gold,City Folk,Urban,City
9,Steven,Suttle,Urban,1994-09-04,2888 Desert Broom Court,Ridgewood,NJ,US,7450,1622.0,Bronze Member,S,Bronze,City Folk,Urban,City
222,Bonnie,Lagasse,Urban,1993-06-18,1888 Mapleview Drive,Memphis,TN,US,38116,605.0,Silver Sign Up,J,Silver,City Folk,Urban,City
96,Anthony,Lewis,Urban,1851-04-25,3631 Modoc Alley,Moscow,ID,US,83843,577.0,Always Gold,S,Gold,City Folk,Urban,City
52,Charmain,Murphy,Urban,1993-06-01,2435 Pine Street,Bridgeville,PA,US,15017,692.0,Silver Sign Up,E,Silver,City Folk,Urban,City
241,Lauren,Hudson,Urban,1999-03-02,1655 Dovetail Drive,Deerfield,IL,US,60015,600.0,Choice Golden Member,L,Gold,City Folk,Urban,City
399,Mary,Hall,Rural,1985-11-21,4017 Hillside Drive,Parks,LA,US,70582,650.0,Sign Up gold,E,Gold,Rural,Rural,Outlying Areas
387,Shelley,Hammond,Urban,1957-01-13,343 School Street,Washington,DC,US,20024,712.0,silver from the StartBronze Sign Up,D,Silver,City Folk,Urban,City
179,Paul,Dragoo,Urban,1993-12-18,620 Forest Drive,Arlington,VA,US,22201,499.0,silver from the StartBronze Sign Up,V,Silver,City Folk,Urban,City
42,James,Boyette,Urban,,652 Arthur Avenue,Oglesby,IL,US,61348,712.0,Gold Sign Up,P,Gold,City Folk,Urban,City
445,Carrie,Jenkins,Urban,1954-02-04,155 Felosa Drive,Los Angeles,CA,US,90017,797.0,Choice Golden Member,D,Gold,City Folk,Urban,City
396,Kari,Welter,Urban,1966-11-17,844 Whitman Court,Meriden,CT,US,6450,743.0,bronze from the beg,D,Bronze,City Folk,Urban,City
207,Eleanor,Mitchell,*unknown*,1970-11-13,3988 Hog Camp Road,Hickory Hills,IL,US,60457,673.0,Sign Up Silver,J,Silver,*unknown*,,
283,Andrew,Grooms,Urban,1951-03-26,4361 Lakeland Terrace,Livonia,MI,US,48150,688.0,bronze from the beg,L,Bronze,City Folk,Urban,City
255,Elizabeth,Yates,*unknown*,1972-02-05,1289 Five Points,Baltimore,MD,US,21202,673.0,Bronze Member,K,Bronze,*unknown*,,
421,Marilyn,Cruz,Urban,1982-04-20,2826 Clover Drive,Pueblo,CO,US,81003,542.0,Choice Golden Member,J,Gold,City Folk,Urban,City
257,Vera,Christian,Urban,1964-11-22,4132 James Avenue,Wichita,KS,US,67213,666.0,silver from the StartBronze Sign Up,M,Silver,City Folk,Urban,City
458,Robert,Campbell,Urban,1862-06-26,3969 Wilkinson Street,Gallatin,TN,US,37066,623.0,Silver Sign Up,D,Silver,City Folk,Urban,City
101,Chad,Worth,Rural,1984-05-07,4034 Penn Street,Greenville,MO,US,63944,603.0,Gold Sign Up,M,Gold,Rural,Rural,Outlying Areas
227,Brian,Baptiste,Urban,1953-12-20,3473 Kelly Street,Kannapolis,NC,US,28081,667.0,silver from the StartBronze Sign Up,M,Silver,City Folk,Urban,City
214,Shauna,Jackson,Urban,1938-06-20,724 Poplar Street,Chicago,IL,US,60605,534.0,Sign Up Bronzed,,Bronze,City Folk,Urban,City
437,Wilson,Parra,Urban,1946-02-13,626 Mulberry Street,Houston,TX,US,77056,770.0,bronze from the beg,T,Bronze,City Folk,Urban,City
172,Mary,Isaac,Urban,1973-02-23,275 Birch Street,Indianapolis,IN,US,46204,833.0,Sign Up gold,J,Gold,City Folk,Urban,City
